1	1
2	0,027568474
3	0,023203215
4	0,019147328
5	0,015022166
6	0,011211819
7	0,008104265
8	0,005835785
9	0,004304348
10	0,003315963
11	0,002690922
12	0,002297721
13	0,002049645
14	0,001892047
15	0,001791055
16	0,001725714
17	0,001683002
18	0,001654764
19	0,001635849
20	0,001622978
21	0,001614045
22	0,001607693
23	0,001603038
24	0,001599503
25	0,00159671
26	0,001594411
27	0,00159244
28	0,001590689
29	0,001589086
30	0,001587583
31	0,001586147
32	0,001584757
33	0,001583398
34	0,00158206
35	0,001580737
36	0,001579424
37	0,001578118
38	0,001576816
39	0,001575517
40	0,001574219
41	0,00157292
42	0,001571621
43	0,001570321
44	0,001569018
45	0,001567712
46	0,001566403
47	0,001565089
48	0,001563771
49	0,001562447
50	0,001561118
51	0,001559782
52	0,001558439
53	0,001557088
54	0,001555729
55	0,001554362
56	0,001552985
57	0,001551598
58	0,001550201
59	0,001548792
60	0,001547372
61	0,00154594
62	0,001544494
63	0,001543036
64	0,001541563
65	0,001540075
66	0,001538572
67	0,001537053
68	0,001535517
69	0,001533965
70	0,001532394
71	0,001530804
72	0,001529196
73	0,001527568
74	0,001525919
75	0,001524249
76	0,001522558
77	0,001520844
78	0,001519107
79	0,001517346
80	0,001515561
81	0,001513752
82	0,001511916
83	0,001510055
84	0,001508166
85	0,001506251
86	0,001504307
87	0,001502334
88	0,001500333
89	0,001498302
90	0,00149624
91	0,001494148
92	0,001492024
93	0,001489869
94	0,001487681
95	0,001485461
96	0,001483207
97	0,00148092
98	0,001478599
99	0,001476244
100	0,001473854
